,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code)
308,2021 AWD Ford Transit Camper Van,145000.0,"Lafayette, Colorado, United States",2021,Transit,1300.0,AWD,Clean,Automatic,Gasoline,14.0,148.0,4,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
309,*Lowered Price* Beautiful Custom 2007 Dodge Sprinter 2500 (with HOT water and heater)!!,67500.0,"Sacramento, California, United States",2007,Sprinter,184840.0,2WD,Salvage,Automatic,Diesel,17.0,170.0,2,2,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
310,Sprinter 170 Camper (2WD),89000.0,"Queen Creek, Arizona, United States",2020,Sprinter,16200.0,2WD,Clean,Automatic,Gasoline,19.571429,170.0,5,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
311,Fully Converted 2020 Dodge RAM Promaster,119000.0,"3486 Kurtz Street, San Diego, California 92110, United States",2020,Promaster,11700.0,2WD,Clean,Automatic,Gasoline,18.0,158.0,2,2,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2
312,THE NOMADIK by Drifter Vans,79500.0,"Detroit, Michigan, United States",2021,Sprinter,2831.686567164179,Other,Clean,Other,Other,18.0,,2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,3
313,"Sale Pending, Beautiful 2019 Ram Promaster Camper van",79500.0,"Lyndonville, Vermont 05851, United States",2019,Promaster,37450.0,2WD,Clean,Automatic,Gasoline,26.0,159.0,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
314,2020 Promaster New Build,110000.0,"Nashville, Tennessee, United States",2020,Promaster,300.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
315,SOLD! 2014 136' WB Ram Promaster Conversion (Studio on wheels!),52000.0,"San Diego, California 92111, United States",2014,Promaster,91000.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
316,2019 Promaster Extended New Build,95000.0,"Nashville, Tennessee, United States",2019,Promaster,14000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
317,2013 Sprinter New Build,79500.0,"Nashville, Tennessee, United States",2014,Sprinter,114000.0,2WD,Clean,Automatic,Diesel,12.0,144.0,2,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
318,Completely self-contained tiny home on wheels: ULTIMATE 4 season digital nomad campervan,98000.0,"Phoenix, Arizona, United States",2020,Promaster,17500.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2
319,Ford Transit Adventure Van (SOLD! Contact us today for a custom build),103000.0,"Mule Creek, New Mexico, United States",2017,Transit,46950.0,2WD,Lien,Automatic,Diesel,17.0,148.0,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
320,"Builders personal van, ready for new adventures!",65000.0,"Guthrie, Oklahoma, United States",2016,Promaster,78000.0,2WD,Clean,Automatic,Gasoline,20.0,159.0,5,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2
321,Depend on Dharma,119900.0,"Countryside, Illinois 60525, United States",2020,Sprinter,6200.0,2WD,Clean,Automatic,Diesel,15.0,170.0,8,4,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
322,Fully custom 2020 Ram Promaster 136”,73000.0,"New York, United States",2020,Promaster,13000.0,2WD,Clean,Automatic,Gasoline,19.571429,136.0,2,2,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
323,Pepper the Laid back Camper,57900.0,"Gardenside Drive, San Francisco, California 94131, United States",2018,Promaster,52998.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,3,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
324,Off Grid Adventures Await,57500.0,"Bettendorf, Iowa 52722, United States",2014,Other,80000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2
325,Beautiful 2 Seat 2015 Ford Transit 250 (The Frogger Build),33500.0,"Phoenix, Arizona, United States",2015,Transit,92000.0,2WD,Clean,Automatic,Gasoline,18.009009,140.0,2,2,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
326,Rugged and Reliable 2009 4x4 Tacoma with Canopy Setup.,17500.0,"Charlotte, North Carolina, United States",2009,Other,192000.0,4WD,Clean,Automatic,Gasoline,18.009009,,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
327,2019 Ford transit (converted for family van life!) LOW MILES,72000.0,"St. Augustine, Florida 32080, United States",2019,Transit,26900.0,2WD,Lien,Automatic,Gasoline,18.009009,,4,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
328,"Mercedes Sprinter 3500XD Dually 170"" 4X4",225000.0,"Ventura, California, United States",2019,Sprinter,750.0,4WD,Lien,Automatic,Diesel,16.0,170.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
329,"2021 Ram ProMaster 159""",119000.0,"Fayetteville, Arkansas, United States",2021,Promaster,500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2
330,2019 Sprinter 4x4 170 ext,213000.0,"Eagan, Minnesota, United States",2019,Sprinter,9750.0,4WD,Lien,Automatic,Diesel,19.571429,,4,4,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
331,Boho style 159” WB Promaster 2020,94988.0,"Denver, Colorado, United States",2020,Promaster,7468.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
332,2017 MB Sprinter 2wd,80000.0,"San Luis Obispo, California, United States",2017,Sprinter,18880.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,2003 Eurovan Weekender For Sale,32000.0,"Salt Lake City, Utah, United States",2003,Other,155000.0,2WD,Clean,Other,Gasoline,20.0,,7,4,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
334,Adventure Ready 4WD Toyota Highlander LIMITED,18000.0,"Hamden, Connecticut, United States",2005,Other,174140.0,4WD,Clean,Automatic,Gasoline,18.0,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
335,SOLD! Custom built Sprinter 170ext. All amenities! No expense spared!,110000.0,"San Diego, California, United States",2020,Sprinter,8800.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,3,3,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
336,Off Grid 3500 Promaster,82000.0,"North Melrose Drive, Vista, California 92083, United States",2019,Promaster,19025.0,2WD,Clean,Automatic,Gasoline,17.0,,2,3,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
337,2014 Ford E-250 Low Roof Camper Van,32500.0,"Canton, Georgia, United States",2014,Other,135000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
338,"Beautifully Handcrafted, Professionally built RAM Promaster 159""",67500.0,"Canton, Georgia, United States",2017,Promaster,73000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
339,"Turn-key, off-grid, Camper Van",68700.0,"Y Street, Milford, Massachusetts 01757, United States",2018,Transit,99500.0,2WD,Lien,Automatic,Gasoline,19.571429,,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
340,"2020 Ford Transit | Floating Shelves, Quartz Countertop & Modern Cabinets",99000.0,"Denver, Colorado, United States",2020,Transit,17277.0,AWD,Clean,Automatic,Gasoline,18.009009,,2,2,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
341,"""Vanica Patrick"" - a Campervan made for the open road. . SOLD!!!!",70000.0,"Bethesda, Maryland, United States",2018,Promaster,32000.0,2WD,Clean,Automatic,Gasoline,20.0,159.0,2,2,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2
342,The Mahogany Travel Van // The Highest Quality Van Ever Built // Watch the Video,188000.0,"New Port Richey, Florida, United States",2019,Promaster,650.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2
343,2020 Mercedes Sprinter 4x4!!! Sold!!!,95000.0,"Carlsbad, California 92008, United States",2020,Sprinter,8400.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,"2021 Ram Promaster 2500 136"" - SOLD!! Contact us for a custom build!",89000.0,"Grand Junction, Colorado 81501, United States",2021,Promaster,5500.0,2WD,Clean,Automatic,Gasoline,19.0,136.0,2,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,2
345,2015 Bohemian Dream,60000.0,"Germantown, New York, United States",2015,Transit,75000.0,2WD,Clean,Automatic,Gasoline,19.571429,148.0,4,3,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,2
346,2015 4x4 Sprinter Camper,82500.0,Las Vegas,2015,Sprinter,85000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
347,Connie The Humble Nomad,45000.0,"Waxhaw, North Carolina 28173, United States",2018,Other,156768.0,2WD,Clean,Automatic,Gasoline,19.571429,146.0,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2
348,NEW PRICE 2020 144 4x4 Sprinter 19K miles,105000.0,"Carlsbad, California 92008, United States",2020,Sprinter,19000.0,4WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
349,2021 Ram Promaster fully converted,83500.0,"Bakersfield, California, United States",2021,Promaster,3000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2
350,"2016 Sprinter 4x4 144WB Highroof, 2021 Build - Low Miles Adventure Vehicle",105000.0,"Orange, California, United States",2016,Sprinter,38991.0,4WD,Clean,Automatic,Diesel,17.0,144.0,5,5,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
351,2021 Promaster 3500 extended Campervan,89500.0,"3972 Bach Buxton Road, Cincinnati, Ohio 45102, United States",2021,Promaster,300.0,2WD,Clean,Automatic,Gasoline,12.0,,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
352,"NEW 2019 Mercedes-Benz 170 Sprinter Full conversion 1,000 miles",142750.0,"1916 Floral Avenue, Twin Falls, Idaho 83301, United States",2019,Sprinter,1000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,1,2,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
353,2006 Chevy Express 2500,16000.0,"1550 Discovery Avenue, Nanaimo, British Columbia V9S 4B7, Canada",2006,Other,126000.0,2WD,Clean,Automatic,Gasoline,20.0,,2,2,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
354,"SOLD! Open Floor Plan, Ready for Adventure!",75000.0,"Fort Collins, Colorado, United States",2018,Promaster,20800.0,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,2,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
355,Price REDUCED to Sell! AWD 2020 High-Roof Ford Transit- SLEEPS 4!,119000.0,"Oceanside, California, United States",2020,Transit,16000.0,AWD,Clean,Automatic,Gasoline,19.571429,148.0,2,4,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
356,"2017 Ram Promaster 2500 159"" Wheelbase High Roof",51000.0,"Aspen, Colorado, United States",2017,Promaster,62000.0,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
357,**SOLD** Beautiful 2020 Ram Promaster Conversion - low miles!,77500.0,"Portland, Oregon, United States",2020,Promaster,9818.0,2WD,Clean,Automatic,Gasoline,23.0,159.0,2,2,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
358,"MB Sprinter - Perfect for Families, Weekend Outings and Trips!",85000.0,"San Juan Capistrano, California, United States",2020,Sprinter,5000.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,5,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
359,99 VW Eurovan Camper 80K miles!,39000.0,"Irvine, California, United States",1999,Other,80000.0,2WD,Clean,Automatic,Gasoline,18.0,,5,4,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,2
360,SOLD! 2018 Sprinter - Camper Conversion,70000.0,"Seattle, Washington, United States",2018,Sprinter,33269.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
361,Sale Pending - 2002 Eurovan Camper,42000.0,"West Linn, Oregon, United States",2002,Other,92338.0,2WD,Clean,Automatic,Gasoline,23.0,,4,3,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2
362,Boho Adventure Van - 2015 Ford Transit 350 Ecoboost,50000.0,"Los Angeles, California, United States",2015,Transit,175000.0,2WD,Lien,Automatic,Gasoline,16.0,144.0,2,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
363,Your Perfect Getaway Campervan,64500.0,"Vernon, British Columbia, Canada",2017,Transit,22000.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,5,4,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
364,"INCH Vans ""Moonshine"" - Recirculating shower - 640W Solar ROOF DECK - Flarespace Queen bed",85000.0,"Las Vegas, Nevada, United States",2008,Sprinter,152000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1
365,*Price Reduced* Mid-Century Modern Off-Grid Mercedes Sprinter Campervan,59999.0,"Inglewood, California, United States",2011,Sprinter,198670.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,3,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
366,2021 Ram Promaster Camper Van,89000.0,"Champion, Pennsylvania 15622, United States",2021,Promaster,90.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
367,2019 Sprinter Conversion - Full Bath - Solar - A/C - Brand New!,130000.0,"Waynesboro, Virginia, United States",2019,Sprinter,13000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,3,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
368,2008 Freightliner Sprinter 3500 170”wb,85000.0,"Des Moines, Iowa, United States",2008,Sprinter,173000.0,2WD,Clean,Automatic,Diesel,19.0,170.0,2,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
369,2006 Dodge 2500,10000.0,"Waite Park, Minnesota, United States",2006,Sprinter,63900.0,2WD,Clean,Automatic,Gasoline,22.0,158.0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
370,Exstened high top sprinter,77000.0,"Carabelle Beach Park, Carrabelle, Florida 32322, United States",2013,Sprinter,98000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
371,2020 Mercedes Sprinter Van 2500 With Plenty of Room To Personalize,95000.0,"Molalla, Oregon, United States",2020,Sprinter,10265.0,2WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
372,Mini Van Starter Kit,6000.0,"Antioch, Tennessee 37013, United States",2007,Other,208200.0,AWD,Clean,Automatic,Gasoline,19.571429,,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
373,Van life for half the price!,30000.0,"2101 Dexter Way North, Seattle, Washington 98109, United States",1985,Other,114000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,4,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,2
374,2011 Ford E350 4x4 Sportsmobile,75500.0,"Fallbrook, California, United States",2011,Other,62000.0,4WD,Clean,Automatic,Gasoline,20.0,,2,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,2
375,2015 Off-Grid Self-Converted Sprinter,36000.0,"Denver, Colorado, United States",2015,Sprinter,109000.0,2WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
376,"2020 AWD Ford Transit Crew Van 2500 Medium Roof 148"" Wheelbase",50000.0,"Colorado Springs, Colorado, United States",2020,Transit,14000.0,AWD,Lien,Automatic,Gasoline,17.0,148.0,5,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
377,Quality build with versatility in mind!,114000.0,"2617 West 44th Street, Minneapolis, Minnesota 55410, United States",2021,Sprinter,9000.0,2WD,Clean,Automatic,Gasoline,16.0,144.0,5,2,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
378,2020 Sprinter 4x4 / 2021 Bitteroot Custom Build,145000.0,"16685 South Pacific Avenue, Sunset Beach, California 90742, United States",2021,Sprinter,5000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
379,2021 Ram Promaster 2500 Build,115000.0,"Cape Girardeau, Missouri, United States",2021,Promaster,400.0,2WD,Clean,Automatic,Gasoline,15.0,159.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
380,Rossmönster Four Season Promaster 3500 Extended (VIDEO Tour in Listing),90000.0,"Portland, Texas 78374, United States",2018,Promaster,32500.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,3,2,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2
381,All Weather 2017 Ford Transit Extended 350 Diesel with Premium Adjustable Bed + Message!,75000.0,"551 Southeast Chapman Place, Corvallis, Oregon 97333, United States",2017,Transit,76000.0,2WD,Clean,Automatic,Diesel,18.009009,1.0,2,4,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
382,2006 Mercedes Sprinter Conversion Van with Shower + Toilet,75000.0,"Louisville, Kentucky, United States",2006,Sprinter,89400.0,2WD,Clean,Automatic,Diesel,18.009009,,2,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
383,2019 4x4 2500 Mercedes Sprinter - Luxury Apartment on Wheels,138000.0,"Salt Lake City, Utah, United States",2019,Sprinter,17000.0,4WD,Clean,Automatic,Diesel,19.0,170.0,2,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
