,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code),Sprinter,Promaster,Transit,Other,Manufacturing Year Binned,Age,Wheelbase Binned,Size,West,Midwest,South,Northeast,Fuel Dummy,Plumbing Score,Gadget Score,Creature Comfort Score
424,2017 GMC Savana Explorer SE Limited 2500 Conversion,59997.0,Midwest,2017,Other,6007.0,2WD,Clean,Automatic,Gasoline,18.0,131.0,6,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Newer,3,Small,1,0,1,0,0,0,0,8,1
425,2015 MB 170 Partial Conversion,69999.0,Northeast,2015,Sprinter,115000.0,2WD,Clean,Automatic,Diesel,18.0,170.0,2,2,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Midlife,2,Big,3,0,0,0,1,1,7,8,5
426,Beautiful 144 wb 2014 Sprinter,47500.0,Midwest,2014,Sprinter,54912.0,2WD,Lien,Automatic,Diesel,18.0,144.0,7,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Midlife,2,Small,1,0,1,0,0,1,1,3,4
427,2004 Thomas Skoolie,30000.0,West,2004,Other,176000.0,2WD,Clean,Automatic,Diesel,22.0,131.0,0,2,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,Midlife,2,Small,1,1,0,0,0,1,4,6,3
428,Green Machine! Chevy Express Conversion with Solar,27000.0,South,2006,Other,100950.0,2WD,Clean,Automatic,Gasoline,16.0,131.0,2,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,4,7,2
429,2021 Frontier Van Conversion 2018 Ram ProMaster 1500,69997.0,South,2018,Promaster,56000.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,2,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Small,1,0,0,1,0,0,6,8,9
430,Newly Built Custom Ford-E350 Campe Van,29500.0,West,2000,Other,145000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,2,3,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,7,8,5
431,2020 Ford High roof Transit 250 sleeper van *fully loaded**price negotiable*,98000.0,Northeast,2020,Transit,550.0,2WD,Clean,Automatic,Gasoline,13.0,148.0,2,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,0,Newer,3,Small,1,0,0,0,1,0,6,7,7
432,Sprinter Conversion for Full Time Living,105000.0,South,2016,Sprinter,22000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,4,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,0,0,1,0,1,0,9,3
433,Ambo + Camper Conversion Kit!!,15000.0,Midwest,1996,Other,153220.0,2WD,Clean,Automatic,Diesel,19.0,131.0,6,2,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Old,1,Small,1,0,1,0,0,1,0,5,3
434,2017 Quigley Ford Transit Mid roof 130 4x4,49000.0,Midwest,2017,Transit,5250.0,4WD,Lien,Automatic,Gasoline,18.0,130.0,5,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,Newer,3,Small,1,0,1,0,0,0,6,8,6
435,GMC Vandura 2500 Explorer Conversion Van,8900.0,West,1993,Other,91700.0,2WD,Clean,Automatic,Gasoline,19.571429,131.0,6,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,6,10,5
436,Fully Built Out Ram Promaster High Top,60000.0,West,2019,Promaster,35000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,0,7,2
437,"2020 Ram Promaster 2500 High Roof 159""",69500.0,South,2020,Promaster,37377.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,4,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,0,9,7
438,Conversion Van for sale by owner,67000.0,South,2018,Promaster,1450.0,AWD,Clean,Automatic,Gasoline,18.0,159.0,7,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,5,8,3
439,Chevy adventure van - turn key - move in ready - make an offer!,22000.0,West,2007,Other,325000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,2,3,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,6,7,5
440,Vanna! Turnkey Transit Van,54000.0,South,2016,Transit,165500.0,2WD,Clean,Automatic,Gasoline,17.0,148.0,2,2,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,Newer,3,Small,1,0,0,1,0,0,4,6,5
441,"2021 Ram Promaster 2500 159"" wheelbase High Roof Off-Grid Camper",89999.0,West,2021,Promaster,89.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,1,0,0,0,0,8,8,7
442,"2008 Sprinter Van Build -- Brooklyn, NY",35000.0,Northeast,2008,Sprinter,142000.0,2WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,0,0,0,1,1,6,7,6
443,2016 Ram Promaster 3500 ext. ecodiesel Build,75000.0,Midwest,2019,Promaster,80000.0,2WD,Clean,Automatic,Diesel,16.0,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Newer,3,Mid Size,2,0,1,0,0,1,0,11,2
444,2008 Dodge Sprinter with Sportsmobile Conversion. Ready to go!,45000.0,Midwest,2008,Sprinter,55000.0,2WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,Midlife,2,Small,1,0,1,0,0,1,4,14,2
445,GREAT travel Van,34000.0,South,2014,Other,99500.0,2WD,Clean,Automatic,Gasoline,14.0,131.0,7,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,5,7,7
446,2020 Ford Transit 148 High Roof AWD,105000.0,West,2020,Transit,12700.0,AWD,Clean,Automatic,Gasoline,19.571429,148.0,5,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,4,9,6
447,2017 Ram Promaster 2500,55000.0,International,2017,Promaster,93000.0,2WD,Clean,Automatic,Gasoline,18.790219,159.0,2,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,0,0,8,7,8
448,2016 Sprinter Van,65000.0,West,2016,Sprinter,97000.0,2WD,Clean,Automatic,Diesel,16.0,144.0,2,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,5,7,4
449,"2017 Sprinter 170"" WB AWD 4 seater - Adventure ready!",129000.0,South,2017,Sprinter,94139.0,AWD,Clean,Automatic,Diesel,14.0,170.0,4,3,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,Newer,3,Big,3,0,0,1,0,1,6,5,4
450,2020 RAM ProMaster 1500 high roof Low mileage,75000.0,International,2020,Promaster,1050.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,0,0,6,8,7
451,Comfortable and Convenient Family RV Grand Caravan,16900.0,West,2013,Other,83000.0,2WD,Salvage,Automatic,Gasoline,19.571429,131.0,5,5,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,8,11,9
452,2013 Ford E-350 Super Duty XLT,35000.0,International,2013,Other,96000.0,2WD,Lien,Automatic,Gasoline,18.009009,131.0,2,2,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,Midlife,2,Small,1,0,0,0,0,0,6,6,4
453,"RAM PROMASTER High Roof Fully Equipped Air Conditioning Flush Toilet Full Shower, Bike Rack",79500.0,West,2017,Promaster,73000.0,2WD,Clean,Automatic,Gasoline,25.0,159.0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,3,4,5
454,"2021 Ram Promaster 1500 136"" High Roof ""Freddie""",70000.0,West,2021,Promaster,21500.0,2WD,Clean,Automatic,Gasoline,20.0,136.0,2,2,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Small,1,1,0,0,0,0,0,3,1
455,2017 Ram Promaster Low Roof Conversion,47000.0,South,2017,Promaster,51321.0,2WD,Clean,Automatic,Gasoline,13.0,118.0,2,2,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Small,1,0,0,1,0,0,6,2,5
456,2007 Dodge Sprinter 2500,16500.0,South,2007,Sprinter,124000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,0,0,1,0,1,5,9,6
457,1996 Dodge Camper Van by Explorer,12500.0,West,1996,Other,205000.0,2WD,Clean,Automatic,Gasoline,18.0,131.0,7,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,4,7,4
458,"Custom, Cozy, off grid, all season camper van!",85000.0,West,2020,Promaster,20500.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,0,2,2
459,Ram Promaster 1500 Custom Campervan,60000.0,Northeast,2018,Promaster,50000.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Small,1,0,0,0,1,0,7,5,4
460,"Custom Designed Stealth Van, Bedroom on Wheels",13500.0,South,2001,Other,109500.0,2WD,Clean,Automatic,Gasoline,18.0,131.0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,0,0,1,0,0,7,10,5
461,"2019 Ford Transit 250 High Roof Remote Work Focus (Duo Monitors, 8.8 kwh Batteries, EV Charging, Convertible Showers)",75500.0,West,2019,Transit,38199.0,2WD,Clean,Automatic,Gasoline,21.0,148.0,2,2,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,6,7,3
462,"2015 RAM Promaster 3500 159""",58000.0,West,2015,Promaster,113000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,4,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,Midlife,2,Mid Size,2,1,0,0,0,0,1,7,1
463,2018 Ford Transit XLT 350 LR Camper,37000.0,South,2018,Transit,53009.0,2WD,Clean,Automatic,Gasoline,19.0,178.0,2,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Big,3,0,0,1,0,0,8,7,9
464,2020 Sprinter 144wb DIY Ready Van w/ 5yr Mercedes Warranty,87500.0,West,2020,Sprinter,2800.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,6,9,5
465,"Fully Converted 2020 159"" Promaster High Roof Extended",110000.0,West,2020,Promaster,2673.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,1,10,7
466,Small camper,50000.0,West,2014,Promaster,58390.0,2WD,Clean,Automatic,Diesel,18.0,136.0,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Midlife,2,Small,1,1,0,0,0,1,3,6,3
467,"Sprinter Camper 118"" WB",38000.0,West,2004,Sprinter,146000.0,2WD,Clean,Automatic,Bio-Diesel,19.0,118.0,2,2,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,Midlife,2,Small,1,1,0,0,0,1,5,14,5
468,Weekender Cabin on Wheels!,62000.0,Midwest,2019,Other,36000.0,2WD,Lien,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Newer,3,Mid Size,2,0,1,0,0,0,5,5,5
469,The Ultimate 4x4 Bike/Ski/Family Road Trip Rig,149000.0,West,2016,Sprinter,41000.0,4WD,Clean,Automatic,Diesel,19.571429,170.0,5,4,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,8,7,7
470,One-of-a-kind Baby Blue Sprinter with Luxury Interior - New Build,110000.0,West,2015,Sprinter,51000.0,2WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Small,1,1,0,0,0,1,3,8,5
471,2021 Sprinter 2500 4x4 170 Custom Camper,181000.0,Midwest,2021,Sprinter,100.0,4WD,Clean,Automatic,Diesel,11.0,170.0,4,3,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,Brand New,4,Big,3,0,1,0,0,1,5,2,2
472,"Promaster - 2018, high roof, clean title",68900.0,Midwest,2018,Promaster,49000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,0,1,0,0,0,6,7,5
473,1990 Toyota Hiace HolidayAce RV 4x4 and Diesel Engine,100.0,West,1990,Other,85800.0,4WD,Clean,Manual (Stick Shift),Diesel,18.009009,131.0,7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Old,1,Small,1,1,0,0,0,1,5,4,3
474,Romper,75000.0,South,2017,Sprinter,73000.0,2WD,Rebuilt,Automatic,Diesel,23.0,144.0,4,2,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,0,0,1,0,1,5,10,8
475,2003 Ford E250 Reduced Price,22500.0,South,2003,Other,117000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,1,2,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,7,7,4
476,2017 RAM Promaster 159 High Roof,65000.0,West,2017,Promaster,69000.0,2WD,Lien,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,6,9,6
477,2005 Dodge Sprinter 3500 - New reman engine and transmission!,60000.0,South,2005,Sprinter,219000.0,2WD,Clean,Automatic,Diesel,19.0,158.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Mid Size,2,0,0,1,0,1,0,1,1
478,2019 Sprinter 2500 4x4,101000.0,West,2019,Sprinter,22736.0,4WD,Clean,Automatic,Diesel,14.0,144.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,7,6,2
479,Promaster high roof,26000.0,South,2014,Promaster,93000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Midlife,2,Mid Size,2,0,0,1,0,0,7,9,9
480,Ford Transit Conversion Van,59900.0,West,2019,Transit,88900.0,2WD,Lien,Automatic,Gasoline,18.009009,121.0,2,2,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,0,6,1
481,Mercedes Benz 2020 Sprinter 2500 cargo van 144’’ 3.0L V6 turbo Diesel,90000.0,West,2020,Sprinter,13000.0,2WD,Clean,Automatic,Diesel,16.0,144.0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,7,8,5
482,2020 4x4 Sprinter 144wb - DIY Ready,87995.0,West,2020,Sprinter,3000.0,4WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,5,6,3
483,*SOLD* Off Grid Adventure Van - New Build,109000.0,Northeast,2021,Promaster,2700.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,0,0,1,0,6,7,8
484,Promaster Camper Conversion,75000.0,Northeast,2019,Promaster,26000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,1,0,8,11,9
485,2019 Sprinter 3500XD 170 Ext Seats 6,85000.0,West,2019,Sprinter,6000.0,2WD,Lien,Automatic,Diesel,22.0,170.0,6,6,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,2,5,7
486,Family Adventure Van,98000.0,West,2020,Sprinter,1200.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,8,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,7,9,6
487,2014 Dodge Ram Promaster 2500 - The Climber's Van!,49999.0,West,2014,Promaster,116000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,Midlife,2,Mid Size,2,1,0,0,0,0,4,5,2
488,"2019 Ford Transit High Roof Pro Built With Water Heater, Reverse Osmosis, Outdoor Shower, Garage & Work Mode",80000.0,Midwest,2019,Transit,41000.0,2WD,Clean,Automatic,Gasoline,22.0,148.0,2,2,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,0,1,0,0,0,6,7,5
489,Classic style camper price drop,14000.0,Northeast,1990,Other,42000.0,2WD,Clean,Automatic,Diesel,18.0,131.0,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Old,1,Small,1,0,0,0,1,1,0,1,1
490,2019 Promaster 2500 Custom Conversion,69500.0,Northeast,2019,Promaster,15000.0,2WD,Clean,Automatic,Gasoline,16.0,159.0,2,2,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,1,0,7,9,6
491,2002 Ford E-350 7.3 Powerstroke Short Bus - Ready To Build,30000.0,West,2002,Other,202000.0,2WD,Clean,Automatic,Diesel,18.009009,131.0,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Midlife,2,Small,1,1,0,0,0,1,8,12,8
